0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0208953

0,0,-0.0178353

0,0,0

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0,0,-0.0178353

0.004,0,0

0.004,0,0

0.01,0,0

0.016,0,-0.0178353

0.021,0,0

0.026,0,0

0.032,0,-0.0178353

0.038,0,0

0.043,0,0

0.048,0,0

0.054,0,-0.0178353

0.059,0,0

0.065,0,0

0.07,0,0

0.076,0,0

0.081,0,0

0.087,0,-0.0178353

0.104,0,0

0.104,0,0

0.104,0,0

0.111,0,0

0.117,0,0

0.124,0,0

0.13,0,0

0.137,0,0

0.144,0,0

0.15,0,0

0.157,0,0

0.163,0,0

0.17,0,0

0.177,0,0

0.183,0,-0.0178353

0.19,0,0

0.196,0,0

0.203,0,0

0.21,0,0

0.216,0,0

0.223,0,0

0.229,0,0

0.236,0,0

0.243,0,0

0.249,0,0

0.256,0,0

0.276,0,0

0.276,0,0

0.282,0,-0.0178353

0.289,0,0

0.302,0,0

0.302,0,0

0.309,0,-0.0178353

0.315,0,0

0.322,0,0

0.328,0,0

0.335,0,0

0.341,0,0

0.348,0,0

0.355,0,0

0.361,0,0

0.368,0,0

0.375,0,0

0.382,0,0

0.39,0,0

0.397,0,0

0.406,0,-0.0178353

0.414,0,0

0.421,0,0

0.43,0,0

0.438,0,0

0.445,0,0

0.454,0,0

0.461,0,0

0.469,0,0

0.478,0,0

0.485,0,0

0.493,0,-0.0178353

0.501,0,0

0.509,0,0

0.517,0,0

0.525,0,0

0.533,0,0

0.541,0,0

0.549,0,0

0.557,0,0

0.565,0,0

0.573,0,0

0.581,0,0

0.589,0,0

0.597,0,0

0.605,0,0

0.613,0,0

0.621,0,0

0.629,0,0

0.637,0,0

0.645,0,0

0.653,0,0

0.661,0,0

0.669,0,0

0.677,0,0

0.685,0,0

0.693,0,0

0.701,0,0

0.789,0,0

0.789,0,0

0.797,0,0

0.805,0,0

0.813,0,0

0.822,0,0

0.831,0,0

0.84,0,0

0.849,0,0

0.859,0,-0.0178353

0.868,0,-0.0178353

0.878,0,0

0.888,0,0

0.898,0,-0.0178353

0.907,0,-0.0178353

0.917,0,0

0.927,0,0

0.936,0,0

0.946,0,-0.0178353

0.955,0,0

0.965,0,0

0.975,0,0

0.985,0,-0.0178353

0.994,0,0

1.004,0,0

1.014,0,0

1.033,0,-0.0178353

1.033,0,-0.0178353

1.052,0,0

1.052,0,0

1.072,0,0

1.072,0,0

1.081,0,0

1.091,0,0

1.111,0,0

1.111,0,0

1.12,0,0

1.13,0,0

1.14,0,0

1.149,0,0

1.159,0,0

1.169,0,-0.0178353

1.178,0,0

1.188,0,0

1.198,0,0

1.208,0,0

1.217,0,0

1.227,0,0

1.237,0,0

1.246,0,-0.0178353

1.266,0,0

1.266,0,0

1.275,0,0

1.285,0,0

1.295,0,-0.0178353

1.305,0,0

1.314,0,0

1.324,0,0

1.334,0,0

1.343,0,-0.0178353

1.353,0,0

1.363,0,0

1.372,0,0

1.382,0,0

1.392,0,0

1.401,0,0

1.411,0,0

1.421,0,0

1.431,0,-0.0178353

1.44,0,0

1.46,0,-0.0178353

1.46,0,-0.0178353

1.469,0,-0.0178353

1.479,0,0

1.489,0,0

1.498,0,-0.0178353

1.508,0,-0.0178353

1.518,0,0

1.528,0,0

1.537,0,0

1.547,0,-0.0178353

1.557,0,0

1.566,0,0

1.576,0,0

1.586,0,0

1.595,0,-0.0178353

1.605,0,0

1.615,0,0

1.624,0,0

1.634,0,-0.0178353

1.644,0,0

1.654,0,0

1.663,0,0

1.673,0,0

1.683,0,-0.0178353

1.692,0,-0.0178353

1.702,0,0

1.712,0,0

1.721,0,0

1.731,0,-0.0178353

1.741,0,0

1.751,0,0

1.76,0,0

1.77,0,-0.0178353

1.78,0,0

1.789,0,0

1.799,0,0

1.809,0,-0.0178353

1.818,0,0

1.828,0,0

1.838,0,0

1.847,0,0

1.857,0,-0.0178353

1.867,0,0

1.877,0,0

1.886,0,0

1.896,0,-0.0178353

1.906,0,0

1.915,0,0

1.925,0,0

1.935,0,0

1.944,0,-0.0178353

1.954,0,-0.0178353

1.964,0,0

